Security_1,Security_2,Last_Spread,Z_Score,Max,Min,Last_vs_Max,Last_vs_Min,Percentile,XCCY,Custom_Sector_1,Custom_Sector_2,Rating_1,Rating_2,Currency_1,Currency_2,Ticker_1,Ticker_2,CPN_TYPE_1,CPN_TYPE_2,Yrs_Mat_Bucket_1,Yrs_Mat_Bucket_2,Yrs_Since_Issue_Bucket_1,Yrs_Since_Issue_Bucket_2,Own?,Best Bid_runs1,Best Offer_runs1,Bid/Offer_runs1,Dealer @ Best Bid_runs1,Dealer @ Best Offer_runs1,Size @ Best Bid_runs1,Size @ Best Offer_runs1,G Spread_runs1,Keyword_runs1,Best Bid_runs2,Best Offer_runs2,Bid/Offer_runs2,Dealer @ Best Bid_runs2,Dealer @ Best Offer_runs2,Size @ Best Bid_runs2,Size @ Best Offer_runs2,G Spread_runs2,Keyword_runs2
CIXCN 4.1 06/15/51,CRRUCN 2.686 03/31/28,63.1259,-1.0044,101.0068,53.4608,-37.8809,9.6651,12.5000,44.7176,Asset Manager,REIT,NR,NR,USD,CAD,CIXCN,CRRUCN,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,95.0000,,,SCM,,3000000.0000,,97.0000,
BRPCN 5 1/8 06/15/29,CCOCN 2.95 10/21/27,346.4914,0.9984,388.3773,250.2409,-41.8859,96.2505,76.3889,347.4448,Other,Other,B+,BBB-,CAD,CAD,BRPCN,CCOCN,FIXED,FIXED,3.1-4.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE
BAMREP 3.33 08/13/50,CRRUCN 2.686 03/31/28,65.2790,-0.9947,83.1463,57.3309,-17.8672,7.9482,21.2302,66.7066,Power Gen/Renewable,REIT,BBB+,NR,CAD,CAD,BAMREP,CRRUCN,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,160.0000,,,NBF,,5000000.0000,,160.0000,,95.0000,,,SCM,,3000000.0000,,97.0000,
BCECN 3.65 03/17/51,CM 2.01 07/21/30,84.4500,0.9946,97.8988,53.5232,-13.4488,30.9268,79.9603,73.3056,Cable/Telco,NVCC Sub Debt,BBB,BBB+,USD,CAD,BCECN,CM,FIXED,VARIABLE,>25.1,4.1-5.1,3-5,3-5,1,,,,,,,,,,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
BAC 1.658 03/11/27,BCECN 3 03/17/31,-53.9769,-0.9944,1.5988,-61.3056,-55.5757,7.3287,10.5159,-76.1473,Financial Maples,Cable/Telco,A,BBB,USD,CAD,BAC,BCECN,VARIABLE,FIXED,1-2.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE
BNCN 3 1/2 03/30/51,CIXCN 4.1 06/15/51,-47.6049,0.9937,-36.3371,-97.7781,-11.2677,50.1733,76.5873,-36.1086,Asset Manager,Asset Manager,A-,NR,USD,USD,BNCN,CIXCN,FIXED,FIXED,>25.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 1.658 03/11/27,BAC 2.087 06/14/29,-20.2110,-0.9931,15.5710,-35.4324,-35.7820,15.2214,14.8810,-47.7364,Financial Maples,Financial Maples,A,A,USD,USD,BAC,BAC,VARIABLE,VARIABLE,1-2.1,3.1-4.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALACN 2.477 11/30/30,ALTALK 1.509 09/11/30,56.6637,0.9925,65.2344,31.7562,-8.5707,24.9075,85.5159,58.5430,Midstream,Utility,BBB-,A-,CAD,CAD,ALACN,ALTALK,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,
AERMON 3.441 04/26/51,BCECN 1.65 08/16/27,69.2466,-0.9892,85.1346,58.9986,-15.8880,10.2480,15.2778,67.4190,Airport,Cable/Telco,A+,BBB,CAD,CAD,AERMON,BCECN,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,30.0000,,,NBF,,5000000.0000,,38.7000,
BCECN 3 03/17/31,CIXCN 4.1 06/15/51,-61.8911,0.9890,-54.8374,-101.2940,-7.0537,39.4029,83.9286,-42.4675,Cable/Telco,Asset Manager,BBB,NR,CAD,USD,BCECN,CIXCN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE,,,,,,,,,
BCECN 1.65 08/16/27,BCECN 3 03/17/31,-61.9318,0.9886,-56.7866,-73.9064,-5.1451,11.9746,82.3413,-60.5309,Cable/Telco,Cable/Telco,BBB,BBB,CAD,CAD,BCECN,BCECN,FIXED,FIXED,2.1-3.1,5.1-7.1,3-5,3-5,0,30.0000,,,NBF,,5000000.0000,,38.7000,,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE
ALACN 2.075 05/30/28,BNS 2.15 08/01/31,12.4578,0.9883,24.2436,-10.1211,-11.7859,22.5788,89.0873,7.9629,Midstream,Bail In,BBB-,A,CAD,USD,ALACN,BNS,FIXED,FIXED,2.1-3.1,5.1-7.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,,,,,,,,,
CM 2.01 07/21/30,CRLETN 3.264 07/05/61,-116.4881,-0.9836,-91.9547,-126.9728,-24.5333,10.4848,17.6587,-107.5171,NVCC Sub Debt,University,BBB+,NR,CAD,CAD,CM,CRLETN,VARIABLE,FIXED,4.1-5.1,>25.1,3-5,3-5,0,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,,,,,,,,,,
BAC 2.598 04/04/29,BCECN 1.65 08/16/27,26.8087,-0.9820,48.3435,19.1243,-21.5348,7.6844,18.8492,20.4238,Financial Maples,Cable/Telco,A,BBB,CAD,CAD,BAC,BCECN,VARIABLE,FIXED,3.1-4.1,2.1-3.1,3-5,3-5,0,54.0000,48.0000,6.0000,TD,TD,3000000.0000,3000000.0000,71.9600,,30.0000,,,NBF,,5000000.0000,,38.7000,
ALACN 2.166 03/16/27,CM 2.01 07/21/30,39.0078,0.9776,50.8480,5.5120,-11.8402,33.4958,87.5000,33.0140,Midstream,NVCC Sub Debt,BBB-,BBB+,CAD,CAD,ALACN,CM,FIXED,VARIABLE,1-2.1,4.1-5.1,3-5,3-5,1,63.0000,,,NBF,,5000000.0000,,69.0000,,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
ARXCN 3.465 03/10/31,BRPCN 5 1/8 06/15/29,-293.1947,-0.9770,-200.0615,-338.7873,-93.1332,45.5926,25.9921,-295.8213,Oil & Gas,Other,NR,B+,CAD,CAD,ARXCN,BRPCN,FIXED,FIXED,5.1-7.1,3.1-4.1,3-5,3-5,0,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,,,,,,,,,,
BMO 0.949 01/22/27,CM 1.96 04/21/31,14.9586,0.9762,32.2731,-22.0505,-17.3146,37.0091,86.7063,-10.7311,Bail In,NVCC Sub Debt,A,BBB+,USD,CAD,BMO,CM,VARIABLE,VARIABLE,1-2.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,32.0000,31.0000,1.0000,CIBC,NBF,20000000.0000,5000000.0000,31.5800,
CM 1.96 04/21/31,CPXCN 3.147 10/01/32,-100.6119,-0.9759,-68.1450,-119.0182,-32.4669,18.4064,13.6905,-99.5044,NVCC Sub Debt,Power Gen/Renewable,BBB+,BBB-,CAD,CAD,CM,CPXCN,VARIABLE,FIXED,5.1-7.1,7.1-10.1,3-5,3-5,0,32.0000,31.0000,1.0000,CIBC,NBF,20000000.0000,5000000.0000,31.5800,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
BCECN 1.65 08/16/27,BMO 0.949 01/22/27,-12.1438,0.9742,4.6888,-57.0457,-16.8326,44.9019,87.1032,12.3745,Cable/Telco,Bail In,BBB,A,CAD,USD,BCECN,BMO,FIXED,VARIABLE,2.1-3.1,1-2.1,3-5,3-5,0,30.0000,,,NBF,,5000000.0000,,38.7000,,,,,,,,,,
ALACN 2.075 05/30/28,BCECN 4.05 03/17/51,-87.9553,0.9657,-78.7629,-119.3830,-9.1924,31.4278,76.3889,-84.5970,Midstream,Cable/Telco,BBB-,BBB,CAD,CAD,ALACN,BCECN,FIXED,FIXED,2.1-3.1,>25.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE
BAC 1.197 10/24/26,BRPCN 5 1/8 06/15/29,-364.4825,-0.9593,-253.5193,-402.4898,-110.9632,38.0074,24.4048,-388.0035,Financial Maples,Other,A,B+,USD,CAD,BAC,BRPCN,VARIABLE,FIXED,1-2.1,3.1-4.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ATDBCN 3 5/8 05/13/51,CRLETN 3.264 07/05/61,-5.1893,0.9562,12.0147,-49.1953,-17.2040,44.0060,78.3730,-22.4976,Non Financial Maples,University,BBB+,NR,USD,CAD,ATDBCN,CRLETN,FIXED,FIXED,>25.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 1.658 03/11/27,BAC 1.978 09/15/27,-12.2620,-0.9521,47.6742,-21.3302,-59.9362,9.0682,9.7222,-35.1585,Financial Maples,Financial Maples,A,A,USD,CAD,BAC,BAC,VARIABLE,VARIABLE,1-2.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,
BAC 2.087 06/14/29,BRPCN 5 1/8 06/15/29,-340.9239,-0.9511,-243.9810,-389.8740,-96.9429,48.9502,24.0079,-337.8965,Financial Maples,Other,A,B+,USD,CAD,BAC,BRPCN,VARIABLE,FIXED,3.1-4.1,3.1-4.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALACN 2.075 05/30/28,BAC 1.658 03/11/27,29.1277,0.9507,40.0354,-15.2244,-10.9077,44.3521,80.7540,51.9369,Midstream,Financial Maples,BBB-,A,CAD,USD,ALACN,BAC,FIXED,VARIABLE,2.1-3.1,1-2.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,,,,,,,,,
BAC 1.658 03/11/27,BAC Float 09/15/27,-32.2185,0.9507,16.3660,-225.1748,-48.5845,192.9563,82.3413,17.3388,Financial Maples,Financial FRN,A,A,USD,CAD,BAC,BAC,VARIABLE,FLOATING,1-2.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 1.734 07/22/27,CCDJ 1.992 05/28/31,17.6159,0.9492,43.6179,-13.1077,-26.0020,30.7236,83.9286,-1.1586,Financial Maples,Non Major Sub Debt,A,A-,USD,CAD,BAC,CCDJ,VARIABLE,VARIABLE,1-2.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE
BAC Float 09/15/27,CCDJ 1.992 05/28/31,38.6252,-0.9479,228.4807,24.5633,-189.8555,14.0619,13.6905,-34.8920,Financial FRN,Non Major Sub Debt,A,A-,CAD,CAD,BAC,CCDJ,FLOATING,VARIABLE,2.1-3.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE
AERMON 3.441 04/26/51,ALCTRA 1.751 02/11/31,57.5150,0.9410,64.4814,45.6990,-6.9664,11.8160,77.1825,59.2788,Airport,Utility,A+,A-,CAD,CAD,AERMON,ALCTRA,FIXED,FIXED,>25.1,5.1-7.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,
ARXCN 3.465 03/10/31,BCIMCR 1.747 07/24/30,46.3928,-0.9399,66.2199,39.6594,-19.8270,6.7334,13.2937,45.8967,Oil & Gas,Pension,NR,NR,CAD,CAD,ARXCN,BCIMCR,FIXED,FIXED,5.1-7.1,4.1-5.1,3-5,3-5,0,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,,66.0000,,,NBF,,5000000.0000,,66.0000,
BCECN 4.05 03/17/51,CRRUCN 2.686 03/31/28,64.3409,-0.9380,98.4327,53.6396,-34.0918,10.7013,31.5476,62.6367,Cable/Telco,REIT,BBB,NR,CAD,CAD,BCECN,CRRUCN,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE,95.0000,,,SCM,,3000000.0000,,97.0000,
BCECN 2.2 05/29/28,BIP 2.855 09/01/32,-65.4341,-0.9356,-43.7838,-87.2516,-21.6503,21.8175,20.0397,-60.4815,Cable/Telco,Infastructure,BBB,BBB+,CAD,CAD,BCECN,BIP,FIXED,FIXED,2.1-3.1,7.1-10.1,3-5,3-5,0,51.0000,,,CIBC,,3000000.0000,,49.0000,,112.0000,,,RBC,,5000000.0000,,110.0000,
ALTALK 1.509 09/11/30,BRPCN 5 1/8 06/15/29,-365.6928,-0.9347,-256.9318,-418.0650,-108.7610,52.3722,28.3730,-370.4796,Utility,Other,A-,B+,CAD,CAD,ALTALK,BRPCN,FIXED,FIXED,5.1-7.1,3.1-4.1,3-5,3-5,0,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,,,,,,,,,,
AERQUE 2.936 05/31/31,CRLETN 3.264 07/05/61,-38.5388,-0.9333,17.8226,-51.9104,-56.3614,13.3717,24.8016,-36.0799,Other,University,nan,NR,CAD,CAD,AERQUE,CRLETN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALACN 2.477 11/30/30,CCOCN 2.95 10/21/27,37.4623,0.9267,51.4742,22.8277,-14.0119,14.6346,91.8651,35.5082,Midstream,Other,BBB-,BBB-,CAD,CAD,ALACN,CCOCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE
ATDBCN 3.439 05/13/41,CRLETN 3.264 07/05/61,-2.7126,0.9235,16.5208,-47.6356,-19.2334,44.9231,71.6270,1.1934,Non Financial Maples,University,BBB+,NR,USD,CAD,ATDBCN,CRLETN,FIXED,FIXED,10.1-25.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALTALK 1.509 09/11/30,BNCN 3 1/2 03/30/51,-72.8210,-0.9220,-33.6309,-84.0283,-39.1902,11.2072,31.9444,-67.3529,Utility,Asset Manager,A-,A-,CAD,USD,ALTALK,BNCN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,,,,,,,,,,
AERMON 3.441 04/26/51,CIXCN 4.1 06/15/51,-54.5762,0.9189,-46.9696,-91.8844,-7.6066,37.3081,77.5794,-35.5794,Airport,Asset Manager,A+,NR,CAD,USD,AERMON,CIXCN,FIXED,FIXED,>25.1,>25.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,,,,,,,,,
BCIMCR 1.747 07/24/30,CM 2.01 07/21/30,40.6645,0.9185,54.2105,14.1874,-13.5460,26.4772,83.1349,34.3861,Pension,NVCC Sub Debt,NR,BBB+,CAD,CAD,BCIMCR,CM,FIXED,VARIABLE,4.1-5.1,4.1-5.1,3-5,3-5,1,66.0000,,,NBF,,5000000.0000,,66.0000,,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
BAC 1.658 03/11/27,BCIMCR 1.747 07/24/30,-21.5474,-0.9133,30.5230,-32.1424,-52.0704,10.5950,16.0714,-43.9150,Financial Maples,Pension,A,NR,USD,CAD,BAC,BCIMCR,VARIABLE,FIXED,1-2.1,4.1-5.1,3-5,3-5,0,,,,,,,,,,66.0000,,,NBF,,5000000.0000,,66.0000,
BNS 1.4 11/01/27,CM 2.01 07/21/30,-3.5405,0.9130,10.7608,-17.1204,-14.3013,13.5799,85.5159,-11.7281,Bail In,NVCC Sub Debt,A,BBB+,CAD,CAD,BNS,CM,FIXED,VARIABLE,2.1-3.1,4.1-5.1,3-5,3-5,1,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
AERMON 3.441 04/26/51,AERQUE 2.936 05/31/31,2.4596,0.9129,11.1757,-49.6416,-8.7161,52.1012,74.0079,2.0694,Airport,Other,A+,nan,CAD,CAD,AERMON,AERQUE,FIXED,FIXED,>25.1,5.1-7.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,,,,,,,,,
AERQUE 2.936 05/31/31,BCECN 3 03/17/31,4.8552,-0.9122,62.0903,-1.7489,-57.2350,6.6042,19.6429,4.8186,Other,Cable/Telco,nan,BBB,CAD,CAD,AERQUE,BCECN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE
BMO 0.949 01/22/27,BRPCN 5 1/8 06/15/29,-356.9460,-0.9101,-242.2231,-425.2673,-114.7229,68.3214,26.7857,-382.3910,Bail In,Other,A,B+,USD,CAD,BMO,BRPCN,VARIABLE,FIXED,1-2.1,3.1-4.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
AQNCN 2.85 07/15/31,CIXCN 4.1 06/15/51,-173.3042,0.9095,-150.4010,-220.8796,-22.9031,47.5754,84.9206,-135.9536,Power Gen/Renewable,Asset Manager,NR,NR,CAD,USD,AQNCN,CIXCN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 2.087 06/14/29,CCDJ 1.992 05/28/31,26.6177,0.9082,40.4630,-2.9708,-13.8454,29.5884,81.5476,30.1832,Financial Maples,Non Major Sub Debt,A,A-,USD,CAD,BAC,CCDJ,VARIABLE,VARIABLE,3.1-4.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE
BNS 3.7 07/27/2081,CM 4 3/8 10/28/2080,1007.6340,0.9076,1243.0785,534.6131,-235.4445,473.0209,79.9603,1016.4702,Financial Hybrid,Financial Hybrid,BBB,BBB,CAD,CAD,BNS,CM,VARIABLE,VARIABLE,>25.1,>25.1,3-5,3-5,0,1200.0000,1156.0000,44.0000,BMO,RBC,2000000.0000,3000000.0000,1224.8300,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
BCECN 2.2 05/29/28,BRPCN 5 1/8 06/15/29,-357.8986,-0.9067,-250.4448,-405.1961,-107.4539,47.2975,27.9762,-352.8157,Cable/Telco,Other,BBB,B+,CAD,CAD,BCECN,BRPCN,FIXED,FIXED,2.1-3.1,3.1-4.1,3-5,3-5,0,51.0000,,,CIBC,,3000000.0000,,49.0000,,,,,,,,,,
BAC 1.734 07/22/27,BRPCN 5 1/8 06/15/29,-349.9257,-0.9066,-250.8338,-396.6109,-99.0919,46.6853,27.5794,-369.2384,Financial Maples,Other,A,B+,USD,CAD,BAC,BRPCN,VARIABLE,FIXED,1-2.1,3.1-4.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
CM 2.01 07/21/30,CNQCN 2 1/2 01/17/28,-43.3887,-0.9031,-17.9040,-55.8224,-25.4847,12.4338,20.8333,-36.3971,NVCC Sub Debt,Oil & Gas,BBB+,BBB,CAD,CAD,CM,CNQCN,VARIABLE,FIXED,4.1-5.1,2.1-3.1,3-5,3-5,0,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
BMO 4.3 11/26/2080,BNS 3.7 07/27/2081,-1003.3419,-0.9010,-545.2596,-1246.7036,-458.0823,243.3617,20.8333,-988.8438,Financial Hybrid,Financial Hybrid,BBB-,BBB,CAD,CAD,BMO,BNS,VARIABLE,VARIABLE,>25.1,>25.1,3-5,3-5,1,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,,1200.0000,1156.0000,44.0000,BMO,RBC,2000000.0000,3000000.0000,1224.8300,
ALACN 2.166 03/16/27,BMO 0.949 01/22/27,15.7017,0.8988,35.5562,-15.0115,-19.8545,30.7132,82.7381,39.3008,Midstream,Bail In,BBB-,A,CAD,USD,ALACN,BMO,FIXED,VARIABLE,1-2.1,1-2.1,3-5,3-5,0,63.0000,,,NBF,,5000000.0000,,69.0000,,,,,,,,,,
BAC Float 09/15/27,CIXCN 3.2 12/17/30,-95.3926,-0.8977,93.0655,-129.8591,-188.4580,34.4665,32.3413,-173.2258,Financial FRN,Asset Manager,A,NR,CAD,USD,BAC,CIXCN,FLOATING,FIXED,2.1-3.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BNCN 3 1/2 03/30/51,BRPCN 5 1/8 06/15/29,-292.8717,-0.8942,-218.1579,-334.9788,-74.7138,42.1071,26.3889,-303.1268,Asset Manager,Other,A-,B+,USD,CAD,BNCN,BRPCN,FIXED,FIXED,>25.1,3.1-4.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BRPCN 5 1/8 06/15/29,CPXCN 3.147 10/01/32,271.2927,0.8867,323.3451,169.2539,-52.0524,102.0388,70.8333,272.1554,Other,Power Gen/Renewable,B+,BBB-,CAD,CAD,BRPCN,CPXCN,FIXED,FIXED,3.1-4.1,7.1-10.1,3-5,3-5,0,,,,,,,,,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
ALTALK 1.509 09/11/30,BAMREP 3.33 08/13/50,-122.5790,-0.8850,-110.9485,-133.3756,-11.6306,10.7966,12.8968,-125.4505,Utility,Power Gen/Renewable,A-,BBB+,CAD,CAD,ALTALK,BAMREP,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,,160.0000,,,NBF,,5000000.0000,,160.0000,
ALCTRA 1.751 02/11/31,BCECN 3 03/17/31,-50.2002,-0.8818,-27.8856,-55.8933,-22.3146,5.6931,26.7857,-52.3907,Utility,Cable/Telco,A-,BBB,CAD,CAD,ALCTRA,BCECN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE
BCECN 2.2 05/29/28,CRLETN 3.264 07/05/61,-94.1347,-0.8804,-68.9289,-100.9937,-25.2058,6.8590,24.4048,-84.2286,Cable/Telco,University,BBB,NR,CAD,CAD,BCECN,CRLETN,FIXED,FIXED,2.1-3.1,>25.1,3-5,3-5,0,51.0000,,,CIBC,,3000000.0000,,49.0000,,,,,,,,,,
BCECN 4.05 03/17/51,BRPCN 5 1/8 06/15/29,-244.0519,-0.8787,-126.4852,-290.3784,-117.5667,46.3265,35.9127,-249.0990,Cable/Telco,Other,BBB,B+,CAD,CAD,BCECN,BRPCN,FIXED,FIXED,>25.1,3.1-4.1,3-5,3-5,0,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE,,,,,,,,,
BAMREP 3.33 08/13/50,BRPCN 5 1/8 06/15/29,-243.1137,-0.8770,-142.8424,-288.5121,-100.2714,45.3983,33.1349,-245.0291,Power Gen/Renewable,Other,BBB+,B+,CAD,CAD,BAMREP,BRPCN,FIXED,FIXED,>25.1,3.1-4.1,3-5,3-5,0,160.0000,,,NBF,,5000000.0000,,160.0000,,,,,,,,,,
AERQUE 2.936 05/31/31,BCECN 3.65 03/17/51,-6.5007,-0.8761,57.6998,-16.4288,-64.2005,9.9281,31.9444,-1.8684,Other,Cable/Telco,nan,BBB,CAD,USD,AERQUE,BCECN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALCTRA 1.751 02/11/31,BCECN 2.2 05/29/28,0.5405,0.8754,7.9469,-16.2187,-7.4063,16.7592,83.9286,-9.0607,Utility,Cable/Telco,A-,BBB,CAD,CAD,ALCTRA,BCECN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,51.0000,,,CIBC,,3000000.0000,,49.0000,
BCECN 3.65 03/17/51,BNS 2.15 08/01/31,48.6629,0.8750,51.9435,13.1754,-3.2805,35.4876,91.8651,38.8604,Cable/Telco,Bail In,BBB,A,USD,USD,BCECN,BNS,FIXED,FIXED,>25.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BCECN 4.05 03/17/51,BIP 2.855 09/01/32,48.4126,-0.8723,79.4055,37.7674,-30.9929,10.6452,27.9762,43.2351,Cable/Telco,Infastructure,BBB,BBB+,CAD,CAD,BCECN,BIP,FIXED,FIXED,>25.1,7.1-10.1,3-5,3-5,0,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE,112.0000,,,RBC,,5000000.0000,,110.0000,
BAC 2.087 06/14/29,BNCN 3 1/2 03/30/51,-48.0521,-0.8686,-22.9505,-57.9801,-25.1016,9.9280,26.7857,-34.7698,Financial Maples,Asset Manager,A,A-,USD,USD,BAC,BNCN,VARIABLE,FIXED,3.1-4.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC Float 09/15/27,CM 1.96 04/21/31,42.9882,-0.8652,229.5289,26.5658,-186.5408,16.4223,19.2460,-31.3120,Financial FRN,NVCC Sub Debt,A,BBB+,CAD,CAD,BAC,CM,FLOATING,VARIABLE,2.1-3.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,32.0000,31.0000,1.0000,CIBC,NBF,20000000.0000,5000000.0000,31.5800,
BAC 1.658 03/11/27,BNCN 2.724 04/15/31,-30.1249,-0.8642,-0.6152,-47.9862,-29.5097,17.8613,18.0556,-54.2467,Financial Maples,Asset Manager,A,A-,USD,USD,BAC,BNCN,VARIABLE,FIXED,1-2.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALACN 2.477 11/30/30,CIXCN 4.1 06/15/51,-63.7622,0.8637,-51.0524,-96.0901,-12.7098,32.3279,81.9444,-44.9185,Midstream,Asset Manager,BBB-,NR,CAD,USD,ALACN,CIXCN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,,,,,,,,,,
