Security,Bid Spread,Ask Spread,Bid Size,Ask Size,DoD,WoW,MTD,QTD,YTD,1YR,DoD Chg Bid Size,DoD Chg Ask Size,MTD Chg Bid Size,MTD Chg Ask Size,Best Bid,Best Offer,Bid/Offer,Dealer @ Best Bid,Dealer @ Best Offer,Size @ Best Bid,Size @ Best Offer,CUSIP,G Spread,Keyword
BACR 2.166 06/23/27,61.0,56.0,5000000.0,5000000.0,-2.0,-10.0,-2.0,-2.0,-131.0,-131.0,0.0,0.0,0.0,0.0,60.0,55.0,5.0,SCM,SCM,5000000.0,13881000.0,BQ1172262,56.83,
BACR 2.166 06/23/27,60.0,55.0,3000000.0,3000000.0,-2.0,-4.0,-2.0,-2.0,-105.0,-105.0,0.0,0.0,0.0,0.0,60.0,55.0,5.0,SCM,SCM,5000000.0,13881000.0,BQ1172262,59.0,
NESNVX 2.192 01/26/29,42.0,38.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,-32.0,-32.0,0.0,0.0,0.0,0.0,42.0,38.0,4.0,CIBC,BMO,5000000.0,5000000.0,BS3640353,38.0,
AWLN 4.525 08/26/32,177.0,167.0,3000000.0,3000000.0,-2.0,-2.0,-2.0,-2.0,-18.0,-18.0,0.0,0.0,0.0,0.0,177.0,167.0,10.0,TD,TD,3000000.0,3000000.0,BY3546367,175.0,
TAP 3.44 07/15/26,73.0,68.0,2000000.0,0.0,-2.0,-3.0,-2.0,-2.0,-31.0,-31.0,0.0,0.0,0.0,0.0,70.0,,,SCM,,10000000.0,,LW6366584,69.0,
ATH 2.1 09/24/25,30.0,22.0,10000000.0,0.0,-2.0,-1.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,25.0,,,BMO,,5000000.0,,ZO5338645,31.84,
AVLN 4 10/02/30,136.0,126.0,2000000.0,1400000.0,-2.0,-6.0,-2.0,-2.0,-84.0,-84.0,0.0,0.0,0.0,0.0,136.0,,,TD,,5000000.0,,ZO6664155,132.62,
WCPCN 3.761 06/19/28,95.0,90.0,5000000.0,3000000.0,-2.0,,-2.0,-2.0,,,0.0,0.0,0.0,0.0,95.0,90.0,5.0,NBF,NBF,5000000.0,3000000.0,96467AAB7,91.4,
QBRCN 3 1/8 01/15/31,108.0,102.0,5000000.0,0.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,108.0,106.0,2.0,NBF,RBC,5000000.0,3000000.0,92660FAM6,101.09,
WM 2.6 09/23/26,51.0,47.0,3000000.0,1606000.0,-2.0,-3.0,-2.0,-2.0,-23.0,-23.0,0.0,0.0,0.0,0.0,51.0,50.0,1.0,CIBC,BMO,3000000.0,2000000.0,94107TAA9,47.0,
WCNCN 4 1/2 06/14/29,68.0,63.0,3000000.0,1000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,68.0,,,CIBC,,3000000.0,,94106BAH4,67.0,
QBRCN 3 5/8 06/15/28,80.0,65.0,3000000.0,0.0,-2.0,-6.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,80.0,,,RBC,,3000000.0,,92660FAP9,92.1,
QBRCN 4.65 07/15/29,94.0,89.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,93.0,88.0,5.0,RBC,RBC,5000000.0,2000000.0,92660FAR5,92.0,
QBRCN 4.65 07/15/29,95.0,89.0,5000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,93.0,88.0,5.0,RBC,RBC,5000000.0,2000000.0,92660FAR5,93.13,
QBRCN 4.65 07/15/29,93.0,88.0,5000000.0,2000000.0,-2.0,-6.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,93.0,88.0,5.0,RBC,RBC,5000000.0,2000000.0,92660FAR5,91.1,AXE
QBRCN 5 07/15/34,134.0,128.0,5000000.0,2000000.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,133.0,128.0,5.0,RBC,RBC,5000000.0,3000000.0,92660FAS3,135.09,AXE
QBRCN 5 07/15/34,133.0,128.0,5000000.0,3000000.0,-2.0,-6.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,133.0,128.0,5.0,RBC,RBC,5000000.0,3000000.0,92660FAS3,134.1,AXE
WSPCN 2.408 04/19/28,63.0,58.0,3000000.0,0.0,-2.0,-3.0,-2.0,-2.0,-63.0,-63.0,0.0,0.0,0.0,0.0,57.0,48.0,9.0,TD,RBC,5000000.0,2000000.0,92938WAA1,62.0,
WSPCN 2.408 04/19/28,59.0,52.0,5000000.0,0.0,-2.0,-3.0,-2.0,-2.0,-68.0,-68.0,0.0,0.0,0.0,0.0,57.0,48.0,9.0,TD,RBC,5000000.0,2000000.0,92938WAA1,57.56,
WCNCN 4 1/2 06/14/29,67.0,62.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,68.0,,,CIBC,,3000000.0,,94106BAH4,65.76,
WSPCN 2.408 04/19/28,58.0,48.0,3000000.0,2000000.0,-2.0,1.0,-2.0,-2.0,-60.0,-60.0,0.0,-3000000.0,0.0,-3000000.0,57.0,48.0,9.0,TD,RBC,5000000.0,2000000.0,92938WAA1,56.64,
WSPCN 5.548 11/22/30,95.0,90.0,5000000.0,5000000.0,-2.0,-2.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,95.0,90.0,5.0,NBF,NBF,5000000.0,5000000.0,92938WAB9,97.6,AXE
WSPCN 5.548 11/22/30,103.0,98.0,3000000.0,0.0,-2.0,-6.0,-2.0,-2.0,,,1000000.0,0.0,1000000.0,0.0,95.0,90.0,5.0,NBF,NBF,5000000.0,5000000.0,92938WAB9,105.59,
WSPCN 4.12 09/12/29,85.0,81.0,5000000.0,1000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,80.0,75.0,5.0,NBF,NBF,5000000.0,5000000.0,92938WAC7,86.0,
WSPCN 4.12 09/12/29,80.0,75.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,80.0,75.0,5.0,NBF,NBF,5000000.0,5000000.0,92938WAC7,80.55,
WSPCN 4.12 09/12/29,83.0,78.0,3000000.0,0.0,-2.0,-6.0,-2.0,-2.0,,,1000000.0,0.0,1000000.0,0.0,80.0,75.0,5.0,NBF,NBF,5000000.0,5000000.0,92938WAC7,83.49,
WSPCN 4.754 09/12/34,130.0,125.0,5000000.0,1000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,127.0,,,NBF,,5000000.0,,92938WAD5,130.0,
WSPCN 4.754 09/12/34,127.0,122.0,5000000.0,0.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,127.0,,,NBF,,5000000.0,,92938WAD5,126.8,AXE
WSPCN 4.754 09/12/34,127.0,122.0,3000000.0,0.0,-2.0,-6.0,-2.0,-2.0,,,-2000000.0,0.0,-2000000.0,0.0,127.0,,,NBF,,5000000.0,,92938WAD5,126.8,AXE
WSPCN 5.548 11/22/30,100.0,96.0,5000000.0,1000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,95.0,90.0,5.0,NBF,NBF,5000000.0,5000000.0,92938WAB9,102.0,
ACICN 4.48 04/24/32,125.0,120.0,2000000.0,2000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,122.0,120.0,2.0,NBF,TD,3000000.0,2000000.0,89678ZAD8,123.0,
ACICN 4.48 04/24/32,123.0,118.0,5000000.0,0.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,122.0,120.0,2.0,NBF,TD,3000000.0,2000000.0,89678ZAD8,120.52,
ACICN 5.02 01/11/30,110.0,105.0,5000000.0,0.0,-2.0,-5.0,-2.0,-2.0,-54.0,-54.0,0.0,0.0,0.0,0.0,100.0,,,NBF,,3000000.0,,89678ZAC0,103.02,
TORHYD 2.43 12/11/29,37.0,32.0,2000000.0,2000000.0,-2.0,-3.0,-2.0,-2.0,-53.0,-53.0,0.0,0.0,0.0,0.0,37.0,32.0,5.0,TD,TD,2000000.0,2000000.0,89119ZAL7,30.0,
TORHYD 2.99 12/10/49,104.0,99.0,3000000.0,1000000.0,-2.0,-5.0,-2.0,-2.0,-36.0,-36.0,0.0,0.0,0.0,0.0,104.0,,,TD,,3000000.0,,89119ZAM5,104.0,
TORHYD 2.47 10/20/31,37.0,32.0,2000000.0,5000000.0,-2.0,-3.0,-2.0,-2.0,-61.0,-61.0,0.0,0.0,0.0,0.0,37.0,32.0,5.0,TD,TD,2000000.0,5000000.0,89119ZAP8,33.0,AXE
TORHYD 3.27 10/18/51,104.0,99.0,3000000.0,1000000.0,-2.0,-5.0,-2.0,-2.0,-36.0,-36.0,0.0,0.0,0.0,0.0,104.0,,,TD,,3000000.0,,89119ZAQ6,102.0,
TORHYD 4.95 10/13/52,103.0,100.0,5000000.0,1000000.0,-2.0,-6.0,-2.0,-2.0,-37.0,-37.0,0.0,0.0,0.0,0.0,103.0,101.0,2.0,TD,NBF,5000000.0,2000000.0,89119ZAR4,102.0,AXE
TORHYD 4.61 06/14/33,66.0,61.0,5000000.0,0.0,-2.0,-7.0,-2.0,-2.0,-42.0,-42.0,0.0,0.0,0.0,0.0,66.0,,,RBC,,5000000.0,,89119ZAS2,68.0,
TORHYD 4.61 06/14/33,75.0,70.0,5000000.0,1000000.0,-2.0,-5.0,-2.0,-2.0,-29.0,-29.0,0.0,0.0,0.0,0.0,66.0,,,RBC,,5000000.0,,89119ZAS2,77.0,
TORHYD 5.13 10/12/28,37.0,32.0,5000000.0,2000000.0,-2.0,-5.0,-2.0,-2.0,-39.0,-39.0,0.0,0.0,0.0,0.0,36.0,31.0,5.0,TD,TD,2000000.0,2000000.0,89119ZAT0,37.0,
TORHYD 2.43 12/11/29,43.0,33.0,5000000.0,0.0,-2.0,-5.0,-2.0,-2.0,-41.0,-41.0,0.0,0.0,0.0,0.0,37.0,32.0,5.0,TD,TD,2000000.0,2000000.0,89119ZAL7,35.0,
TORHYD 5.13 10/12/28,36.0,31.0,2000000.0,2000000.0,-2.0,-3.0,-2.0,-2.0,-44.0,-44.0,0.0,0.0,0.0,0.0,36.0,31.0,5.0,TD,TD,2000000.0,2000000.0,89119ZAT0,36.0,AXE
TORHYD 3.99 09/26/34,78.0,73.0,5000000.0,1000000.0,-2.0,-6.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,76.0,71.0,5.0,RBC,RBC,5000000.0,5000000.0,89119ZAU7,76.0,
TOUCN 2.077 01/25/28,67.0,60.0,3000000.0,181000.0,-2.0,-2.0,-2.0,-2.0,-56.0,-56.0,0.0,0.0,0.0,0.0,67.0,63.0,4.0,CIBC,TD,3000000.0,5000000.0,89156VAA4,64.11,
TOUCN 2.077 01/25/28,69.0,64.0,5000000.0,3000000.0,-2.0,-2.0,-2.0,-2.0,-49.0,-49.0,0.0,0.0,0.0,0.0,67.0,63.0,4.0,CIBC,TD,3000000.0,5000000.0,89156VAA4,65.97,
TOUCN 2.077 01/25/28,80.0,75.0,2000000.0,0.0,-2.0,-2.0,-2.0,-2.0,-45.0,-45.0,0.0,0.0,0.0,0.0,67.0,63.0,4.0,CIBC,TD,3000000.0,5000000.0,89156VAA4,73.33,
TOUCN 2.529 02/12/29,80.0,72.0,5000000.0,0.0,-2.0,-1.0,-2.0,-2.0,-51.0,-51.0,0.0,0.0,0.0,0.0,80.0,,,NBF,,5000000.0,,89156VAB2,75.54,
TOUCN 2.529 02/12/29,90.0,85.0,2000000.0,0.0,-2.0,-2.0,-2.0,-2.0,-50.0,-50.0,0.0,0.0,0.0,0.0,80.0,,,NBF,,5000000.0,,89156VAB2,80.6,
TOUCN 4.856 05/30/27,65.0,55.0,3000000.0,2000000.0,-2.0,-2.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,65.0,55.0,10.0,CIBC,CIBC,3000000.0,2000000.0,89156VAC0,64.68,
TOUCN 4.856 05/30/27,66.0,61.0,5000000.0,3000000.0,-2.0,-1.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,65.0,55.0,10.0,CIBC,CIBC,3000000.0,2000000.0,89156VAC0,65.59,
TORHYD 3.99 09/26/34,76.0,71.0,5000000.0,5000000.0,-2.0,-7.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,76.0,71.0,5.0,RBC,RBC,5000000.0,5000000.0,89119ZAU7,74.0,
TOUCN 4.856 05/30/27,70.0,65.0,2000000.0,0.0,-2.0,-2.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,65.0,55.0,10.0,CIBC,CIBC,3000000.0,2000000.0,89156VAC0,69.49,
TORHYD 3.485 02/28/48,104.0,99.0,3000000.0,1000000.0,-2.0,-5.0,-2.0,-2.0,-36.0,-36.0,0.0,0.0,0.0,0.0,104.0,,,TD,,3000000.0,,89119ZAK9,106.0,
TORHYD 4.08 09/16/44,103.0,98.0,2000000.0,2000000.0,-2.0,-5.0,-2.0,-2.0,-37.0,-37.0,0.0,0.0,0.0,0.0,103.0,98.0,5.0,TD,TD,2000000.0,2000000.0,89119ZAG8,110.0,
TD 2.26 01/07/27,44.0,40.0,10000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,-50.0,-50.0,0.0,0.0,0.0,0.0,40.0,36.0,4.0,NBF,BMO,10000000.0,5000000.0,89117FZ44,44.05,
TD 2.26 01/07/27,44.0,39.0,10000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,-49.0,-49.0,0.0,0.0,0.0,0.0,40.0,36.0,4.0,NBF,BMO,10000000.0,5000000.0,89117FZ44,43.0,AXE
TD 4.516 01/29/27,28.0,23.0,5000000.0,0.0,-2.0,-2.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,20.0,16.0,4.0,BMO,BMO,5000000.0,5000000.0,89117G8T7,28.0,
TD 5.423 07/10/26,35.0,32.0,5000000.0,10000000.0,-2.0,-7.0,-2.0,-2.0,-58.0,-58.0,0.0,0.0,0.0,0.0,35.0,32.0,3.0,NBF,NBF,15000000.0,20000000.0,89117GK30,35.31,
TD 5.423 07/10/26,38.0,33.0,5000000.0,10000000.0,-2.0,-2.0,-2.0,-2.0,-54.0,-54.0,0.0,0.0,0.0,0.0,35.0,32.0,3.0,NBF,NBF,15000000.0,20000000.0,89117GK30,37.0,AXE
TD 4.68 01/08/29,72.0,70.0,20000000.0,5000000.0,-2.0,-6.0,-2.0,-2.0,-55.0,-55.0,5000000.0,0.0,5000000.0,0.0,71.0,68.0,3.0,CIBC,CIBC,15000000.0,5000000.0,89117GRJ8,68.45,
TD 4.68 01/08/29,73.0,70.0,15000000.0,10000000.0,-2.0,-4.0,-2.0,-2.0,-52.0,-52.0,0.0,0.0,0.0,0.0,71.0,68.0,3.0,CIBC,CIBC,15000000.0,5000000.0,89117GRJ8,69.64,AXE
TD 4.68 01/08/29,72.0,70.0,10000000.0,10000000.0,-2.0,-4.0,-2.0,-2.0,-54.0,-54.0,0.0,0.0,0.0,0.0,71.0,68.0,3.0,CIBC,CIBC,15000000.0,5000000.0,89117GRJ8,68.4,
TORHYD 3.55 07/28/45,104.0,99.0,3000000.0,2000000.0,-2.0,-5.0,-2.0,-2.0,-36.0,-36.0,0.0,0.0,0.0,0.0,104.0,99.0,5.0,TD,TD,3000000.0,2000000.0,89119ZAH6,110.0,
TD 4.68 01/08/29,74.0,71.0,10000000.0,10000000.0,-2.0,-3.0,-2.0,-2.0,-53.0,-53.0,0.0,0.0,0.0,0.0,71.0,68.0,3.0,CIBC,CIBC,15000000.0,5000000.0,89117GRJ8,71.0,
TD 4.477 01/18/28,62.0,58.0,10000000.0,5000000.0,-2.0,-5.0,-2.0,-2.0,-51.0,-51.0,0.0,0.0,0.0,0.0,61.0,58.0,3.0,BMO,CIBC,20000000.0,5000000.0,89117GTQ0,59.29,AXE
TD 4.477 01/18/28,61.0,59.0,10000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,-52.0,-52.0,0.0,0.0,0.0,0.0,61.0,58.0,3.0,BMO,CIBC,20000000.0,5000000.0,89117GTQ0,58.2,
TD 4.477 01/18/28,63.0,60.0,10000000.0,10000000.0,-2.0,-2.0,-2.0,-2.0,-53.0,-53.0,0.0,0.0,0.0,0.0,61.0,58.0,3.0,BMO,CIBC,20000000.0,5000000.0,89117GTQ0,60.0,
TD 5.491 09/08/28,65.0,63.0,20000000.0,15000000.0,-2.0,-6.0,-2.0,-2.0,-62.0,-62.0,5000000.0,0.0,5000000.0,0.0,65.0,63.0,2.0,BMO,BMO,20000000.0,15000000.0,89117GX51,64.81,
TD 5.491 09/08/28,66.0,63.0,10000000.0,10000000.0,-2.0,-5.0,-2.0,-2.0,-60.0,-60.0,0.0,0.0,0.0,0.0,65.0,63.0,2.0,BMO,BMO,20000000.0,15000000.0,89117GX51,66.13,AXE
TD 5.491 09/08/28,66.0,64.0,10000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,-59.0,-59.0,0.0,0.0,0.0,0.0,65.0,63.0,2.0,BMO,BMO,20000000.0,15000000.0,89117GX51,65.8,
TD 5.491 09/08/28,67.0,64.0,10000000.0,10000000.0,-2.0,-4.0,-2.0,-2.0,-59.0,-59.0,0.0,0.0,0.0,0.0,65.0,63.0,2.0,BMO,BMO,20000000.0,15000000.0,89117GX51,67.0,
TORHYD 5.54 05/21/40,104.0,99.0,2000000.0,1000000.0,-2.0,-5.0,-2.0,-2.0,-40.0,-40.0,0.0,0.0,0.0,0.0,104.0,,,TD,,2000000.0,,89119ZAC7,117.0,
TD 4.477 01/18/28,61.0,59.0,20000000.0,1000000.0,-2.0,-3.0,-2.0,-2.0,-54.0,-54.0,0.0,0.0,0.0,0.0,61.0,58.0,3.0,BMO,CIBC,20000000.0,5000000.0,89117GTQ0,58.19,
TOYOTA 1.66 07/20/26,16.0,11.0,10000000.0,0.0,-2.0,-7.0,-2.0,-2.0,-50.0,-50.0,0.0,0.0,0.0,0.0,16.0,,,CIBC,,10000000.0,,892329BN2,15.0,
TOYOTA 4.33 01/24/28,61.0,56.0,5000000.0,1000000.0,-2.0,-6.0,-2.0,-2.0,-41.0,-41.0,0.0,0.0,0.0,0.0,59.0,54.0,5.0,NBF,NBF,5000000.0,5000000.0,892329BQ5,58.0,
TOYOTA 4.33 01/24/28,59.0,54.0,2000000.0,0.0,-2.0,-4.0,-2.0,-2.0,-39.0,-39.0,0.0,0.0,0.0,0.0,59.0,54.0,5.0,NBF,NBF,5000000.0,5000000.0,892329BQ5,56.0,
TRPCN 4.18 07/03/48,158.0,154.0,5000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,-73.0,-73.0,0.0,0.0,0.0,0.0,157.0,152.0,5.0,NBF,NBF,5000000.0,2000000.0,89353ZCC0,160.0,
TRPCN 4.34 10/15/49,158.0,154.0,5000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,-71.0,-71.0,0.0,0.0,0.0,0.0,157.0,152.0,5.0,NBF,RBC,5000000.0,2000000.0,89353ZCD8,159.0,
TRPCN 3 09/18/29,65.0,60.0,5000000.0,5000000.0,-2.0,-8.0,-2.0,-2.0,-80.0,-80.0,0.0,0.0,0.0,0.0,65.0,60.0,5.0,RBC,RBC,5000000.0,5000000.0,89353ZCE6,59.0,
TRPCN 3.8 04/05/27,70.0,67.0,5000000.0,5000000.0,-2.0,-2.0,-2.0,-2.0,-36.0,-36.0,0.0,0.0,0.0,0.0,69.0,64.0,5.0,NBF,NBF,10000000.0,5000000.0,89353ZCF3,70.0,
TRPCN 5.33 05/12/32,113.0,108.0,5000000.0,5000000.0,-2.0,-2.0,-2.0,-2.0,-61.0,-61.0,0.0,0.0,0.0,0.0,108.0,103.0,5.0,BMO,BMO,10000000.0,3000000.0,89353ZCK2,110.99,
TRPCN 5.33 05/12/32,112.0,107.0,5000000.0,5000000.0,-2.0,-3.0,-2.0,-2.0,-59.0,-59.0,0.0,0.0,0.0,0.0,108.0,103.0,5.0,BMO,BMO,10000000.0,3000000.0,89353ZCK2,110.0,
TRPCN 5.92 05/12/52,158.0,154.0,5000000.0,3000000.0,-2.0,-4.0,-2.0,-2.0,-71.0,-71.0,0.0,0.0,0.0,0.0,157.0,152.0,5.0,RBC,RBC,5000000.0,2000000.0,89353ZCL0,156.0,
TRPCN 5.277 07/15/30,90.0,86.0,10000000.0,5000000.0,-2.0,-5.0,-2.0,-2.0,-68.0,-68.0,0.0,0.0,0.0,0.0,90.0,86.0,4.0,NBF,NBF,10000000.0,5000000.0,89353ZCN6,90.86,
TRPCN 4.33 09/16/47,158.0,154.0,5000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,-73.0,-73.0,0.0,0.0,0.0,0.0,157.0,152.0,5.0,NBF,NBF,5000000.0,3000000.0,89353ZCB2,161.0,
TRPCN 4.575 02/20/35,129.0,125.0,5000000.0,5000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,127.0,124.0,3.0,SCM,RBC,5000000.0,5000000.0,89353ZCQ9,127.69,AXE
TRPCN 4.65 05/18/2077,218.0,208.0,5000000.0,5000000.0,-2.0,-2.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,214.0,194.0,20.0,TD,TD,3000000.0,3000000.0,89356BAD0,218.0,
TRPCN 4.65 05/18/2077,218.0,208.0,5000000.0,2000000.0,-2.0,-2.0,-2.0,-2.0,-212.0,-212.0,0.0,0.0,0.0,0.0,214.0,194.0,20.0,TD,TD,3000000.0,3000000.0,89356BAD0,218.09,
TRPCN 4.2 03/04/2081,228.0,218.0,5000000.0,1000000.0,-2.0,-2.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,228.0,223.0,5.0,BMO,RBC,5000000.0,2000000.0,89356BAF5,228.0,
TRPCN 4.2 03/04/2081,233.0,223.0,2000000.0,2000000.0,-2.0,0.0,-2.0,-2.0,-237.0,-237.0,0.0,0.0,0.0,0.0,228.0,223.0,5.0,BMO,RBC,5000000.0,2000000.0,89356BAF5,233.17,
TCLACN 2.28 07/13/26,99.0,92.0,1000000.0,0.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,96.0,,,NBF,,5000000.0,,893578AB0,95.0,
ACICN 3.13 04/07/27,73.0,68.0,5000000.0,0.0,-2.0,-5.0,-2.0,-2.0,-71.0,-71.0,0.0,0.0,0.0,0.0,72.0,62.0,10.0,TD,TD,3000000.0,3000000.0,89678ZAA4,71.11,
ACICN 3.13 04/07/27,72.0,62.0,3000000.0,3000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,72.0,62.0,10.0,TD,TD,3000000.0,3000000.0,89678ZAA4,71.0,
ACICN 5.28 08/15/52,158.0,153.0,5000000.0,0.0,-2.0,-6.0,-2.0,-2.0,-46.0,-46.0,0.0,0.0,0.0,0.0,151.0,,,NBF,,3000000.0,,89678ZAB2,156.24,
TRPCN 4.575 02/20/35,129.0,124.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,127.0,124.0,3.0,SCM,RBC,5000000.0,5000000.0,89353ZCQ9,128.0,
TRPCN 3.39 03/15/28,71.0,66.0,5000000.0,5000000.0,-2.0,-2.0,-2.0,-2.0,-50.0,-50.0,0.0,0.0,0.0,0.0,68.0,62.0,6.0,NBF,NBF,5000000.0,2000000.0,89353ZCA4,71.0,
TRPCN 4.35 06/06/46,158.0,154.0,5000000.0,3000000.0,-2.0,-4.0,-2.0,-2.0,-74.0,-74.0,0.0,-2000000.0,0.0,-2000000.0,157.0,152.0,5.0,NBF,NBF,5000000.0,3000000.0,89353ZBZ0,163.0,
TOYOTA 3.74 05/21/30,78.0,73.0,5000000.0,5000000.0,-2.0,-8.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,78.0,73.0,5.0,CIBC,CIBC,5000000.0,5000000.0,892329CC5,75.0,
TOYOTA 5.16 07/12/28,66.0,61.0,5000000.0,1000000.0,-2.0,-9.0,-2.0,-2.0,-42.0,-42.0,0.0,0.0,0.0,0.0,62.0,57.0,5.0,RBC,RBC,2000000.0,2000000.0,892329BT9,62.0,
TOYOTA 5.16 07/12/28,67.0,62.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,-40.0,-40.0,0.0,0.0,0.0,0.0,62.0,57.0,5.0,RBC,RBC,2000000.0,2000000.0,892329BT9,63.42,
TOYOTA 5.16 07/12/28,62.0,57.0,2000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,-41.0,-41.0,0.0,0.0,0.0,0.0,62.0,57.0,5.0,RBC,RBC,2000000.0,2000000.0,892329BT9,58.0,
TOYOTA 5.29 07/13/26,32.0,27.0,10000000.0,2000000.0,-2.0,-8.0,-2.0,-2.0,-43.0,-43.0,0.0,0.0,0.0,0.0,30.0,25.0,5.0,NBF,NBF,10000000.0,10000000.0,892329BU6,31.0,
TOYOTA 4.46 03/19/29,68.0,63.0,5000000.0,1000000.0,-2.0,-8.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,68.0,63.0,5.0,CIBC,BMO,5000000.0,5000000.0,892329BV4,68.0,
TOYOTA 4.46 03/19/29,69.0,64.0,5000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,68.0,63.0,5.0,CIBC,BMO,5000000.0,5000000.0,892329BV4,68.98,
TOYOTA 4.46 03/19/29,68.0,63.0,3000000.0,1000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,68.0,63.0,5.0,CIBC,BMO,5000000.0,5000000.0,892329BV4,68.0,
TOYOTA 4.52 03/19/27,50.0,45.0,5000000.0,1000000.0,-2.0,-7.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,48.0,43.0,5.0,NBF,NBF,5000000.0,10000000.0,892329BW2,50.0,
TOYOTA 4.52 03/19/27,48.0,43.0,5000000.0,10000000.0,-2.0,-7.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,48.0,43.0,5.0,NBF,NBF,5000000.0,10000000.0,892329BW2,48.67,AXE
TOYOTA 4.52 03/19/27,47.0,42.0,1000000.0,1000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,48.0,43.0,5.0,NBF,NBF,5000000.0,10000000.0,892329BW2,47.0,
TOYOTA 4.44 06/27/29,71.0,66.0,5000000.0,1000000.0,-2.0,-11.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,71.0,66.0,5.0,CIBC,RBC,5000000.0,5000000.0,892329BX0,70.0,
TOYOTA 4.44 06/27/29,71.0,66.0,2000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,71.0,66.0,5.0,CIBC,RBC,5000000.0,5000000.0,892329BX0,69.0,
TOYOTA 4.42 06/28/27,54.0,49.0,5000000.0,0.0,-2.0,-6.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,49.0,44.0,5.0,RBC,RBC,2000000.0,3000000.0,892329BY8,53.0,
TOYOTA 4.42 06/28/27,51.0,46.0,5000000.0,2000000.0,-2.0,-7.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,49.0,44.0,5.0,RBC,RBC,2000000.0,3000000.0,892329BY8,50.87,AXE
TOYOTA 4.42 06/28/27,49.0,44.0,2000000.0,3000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,49.0,44.0,5.0,RBC,RBC,2000000.0,3000000.0,892329BY8,48.0,
TOYOTA 3.73 10/02/29,72.0,67.0,5000000.0,5000000.0,-2.0,-8.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,72.0,67.0,5.0,CIBC,CIBC,5000000.0,5000000.0,892329CA9,71.0,
