Date,SECURITY,SECURITY TYPE,MODIFIED DURATION,QUANTITY,PRICE,YIELD TO MAT,UNDERLYING SECURITY,POSITION CR01,VALUE PCT NAV,POSITION PVBP,ACCOUNT,PORTFOLIO,MATURITY DATE,UNDERLYING CUSIP,VALUE,TRADE GROUP,STRATEGY,CURRENCY,COMPANY SYMBOL,CUSIP,ISIN,MATURITY BUCKET,COUPON,SECURITY PVBP,SECURITY CR01,CREDIT RATING,SECURITY CLASSIFICATION,UNDERLYING ISIN,BENCHMARK MATURITY DATE,PCT OF OUTSTANDING,FACE VALUE OUTSTANDING,CDS Adj Size (Calc),Yield,Yield CAD Fee Included,Fuding Status,TradeGroup Fixed,Benchmark Yield,Benchmark Yield Including Fee,Sprd Calculated,Sprd Funding Adjusted,OAS (Bloomberg),OAS Fund Adj(Bloomberg),Yrs Calc,Duration Calc,OAD Calc,Yrs Calc (Corps),Yrs Calc (Corps + CDX),Duration Calc (Corps),Duration Calc (Corps + CDX),Funding Cost
06/10/2025,TRPCN 3.3 07/25 CA,Bond,0.10041288298789097,5000000.0,100.0165,3.22736637107224,CAN 2.25 06/01/25,50.22130741494399,0.015965980758948797,50.22130741494399,BMO - Credit Opp,YTM Cap Credit Opp,2025-07-17,135087D50,5066372.94520548,TRPCN 3.3 07/25 CA,Carry,CAD,TRPCN,89353ZBY3,CA89353ZBY30,0 to 1 Years,3.3,0.100442614829888,0.100442614829888,BBB,,CA135087D507,2025-06-01,0.006666666666666667,750000000.0,5066372.94520548,3.08294534,3.08294534,Cash,Cash,3.0,3.0,8.29453400000002,8.29453400000002,8.29453400000002,8.29453400000002,0.08213552361396304,0.07925987097310395,0.07925987097310395,0.08213552361396304,0.08213552361396304,0.07925987097310395,0.07925987097310395,0.0
06/10/2025,TRPCN 3.3 07/25 CA,Bond,0.10041288298789097,4825000.0,100.0165,3.22736637107224,CAN 2.25 06/01/25,48.46356165542096,0.015407171432385597,48.46356165542096,TD - Credit Opp,YTM Cap Credit Opp,2025-07-17,135087D50,4889049.89212329,TRPCN 3.3 07/25 CA,Carry,CAD,TRPCN,89353ZBY3,CA89353ZBY30,0 to 1 Years,3.3,0.100442614829888,0.100442614829888,BBB,,CA135087D507,2025-06-01,0.0064333333333333334,750000000.0,4889049.89212329,3.08294534,3.08294534,Cash,Cash,2.95,2.95,13.294534000000002,13.294534000000002,13.294534000000002,13.294534000000002,0.08213552361396304,0.07925987097310395,0.07925987097310395,0.08213552361396304,0.08213552361396304,0.07925987097310395,0.07925987097310395,0.0
06/10/2025,TRP 0 07/11/25 CA,Bond,0.08265614025609906,15300000.0,99.7437324584699,3.1599992300751096,TRP 0 07/11/25 CA,126.13980875678978,0.048092293868536196,126.13980875678978,BMO - Credit Opp,YTM Cap Credit Opp,2025-07-11,8935ZNGC8,15260791.0661459,TRP 0 07/11/25 CA,Carry,CAD,TRP,8935ZNGC8,CA8935ZNGC80,0 to 1 Years,0.0,0.0824443194488822,0.0824443194488822,BBB,,CA8935ZNGC80,2025-07-11,0.0,0.0,15260791.0661459,3.1599992300751096,3.1599992300751096,Cash,Cash,3.0,3.0,15.999923007510963,15.999923007510963,15.999923007510963,15.999923007510963,0.08493150684931507,0.08265614025609906,0.08265614025609906,0.08493150684931507,0.08493150684931507,0.08265614025609906,0.08265614025609906,0.0
06/10/2025,TRP 0 07/02/25 CA,Bond,0.058109834893506906,4725000.0,99.8205436875345,3.1599994381392698,TRP 0 07/02/25 CA,27.407623861050112,0.014863469268441658,27.407623861050112,BMO - Credit Opp,YTM Cap Credit Opp,2025-07-02,8935ZNG20,4716520.689236,TRP 0 07/02/25 CA,Carry,CAD,TRP,8935ZNG20,CA8935ZNG205,0 to 1 Years,0.0,0.0580055531450796,0.0580055531450796,BBB,,CA8935ZNG205,2025-07-02,0.0,0.0,4716520.689236,3.1599994381392698,3.1599994381392698,Cash,Cash,3.0,3.0,15.999943813926976,15.999943813926976,15.999943813926976,15.999943813926976,0.06027397260273973,0.058109834893506906,0.058109834893506906,0.06027397260273973,0.06027397260273973,0.058109834893506906,0.058109834893506906,0.0
06/10/2025,TRP 0 06/30/25 CA,Bond,0.049923438927040056,4500000.0,99.8376208808293,3.15999947872792,TRP 0 06/30/25 CA,22.42906816498191,0.012066127968737735,22.42906816498191,BMO FIAF (Prime),YTM Cap FIAF,2025-06-30,8935ZNFX3,4492692.93963732,TRP 0 06/30/25 CA,Carry,CAD,TRP,8935ZNFX3,CA8935ZNFX37,0 to 1 Years,0.0,0.0498423736999598,0.0498423736999598,BBB,,CA8935ZNFX37,2025-06-30,0.0,0.0,4492692.93963732,3.15999947872792,3.15999947872792,Cash,Cash,3.0,3.0,15.999947872791997,15.999947872791997,15.999947872791997,15.999947872791997,0.0547945205479452,0.049923438927040056,0.049923438927040056,0.0547945205479452,0.0547945205479452,0.049923438927040056,0.049923438927040056,0.0
06/10/2025,TRP 0 06/24/25 CA,Bond,0.033527828942046325,10550000.0,99.8888699920024,3.15999958894882,TRP 0 06/24/25 CA,35.33255078862036,0.028302887798012925,35.33255078862036,BMO FIAF (Prime),YTM Cap FIAF,2025-06-24,8935ZNFR6,10538275.7841563,TRP 0 06/24/25 CA,New Issue,CAD,TRP,8935ZNFR6,CA8935ZNFR68,0 to 1 Years,0.0,0.033490569467886595,0.033490569467886595,BBB,,CA8935ZNFR68,2025-06-24,0.0,0.0,10538275.7841563,3.15999958894882,3.15999958894882,Cash,Cash,3.0,3.0,15.999958894881994,15.999958894881994,15.999958894881994,15.999958894881994,0.038356164383561646,0.033527828942046325,0.033527828942046325,0.038356164383561646,0.038356164383561646,0.033527828942046325,0.033527828942046325,0.0
06/10/2025,FCRCN 4.323 07/25 CA,Bond,0.13962873310097126,15000000.0,100.1725,3.1393168444668498,CAN 2.25 06/01/25,209.83688498468248,0.04098038738837702,209.83688498468248,BMO FIAF (Prime),YTM Cap FIAF,2025-07-31,135087D50,15258606.369863,FCRCN 4.323 07/25 CA,Carry,CAD,FCRCN,31943BBW9,CA31943BBW96,0 to 1 Years,4.323,0.13989125665645502,0.13989125665645502,BBB,,CA135087D507,2025-06-01,0.05,300000000.0,15258606.369863,3.178958252462834,3.178958252462834,Cash,Cash,3.0,3.0,17.895825246283394,17.895825246283394,17.895825246283394,17.895825246283394,0.13963039014373715,0.13639972338227518,0.13639972338227518,0.13963039014373715,0.13963039014373715,0.13639972338227518,0.13639972338227518,0.0
06/10/2025,CTCACN 0 09/26 CA,FRN,0.00273949309313119,5100000.0,100.016,3.73846081318167,CTCACN 0 09/26 CA,12.460599946478384,0.013825317247923005,1.4100119097903963,BMO FIAF (Prime),YTM Cap FIAF,2026-09-14,136681AH6,5147708.14207497,CTCACN 0 09/26 CA,Carry,CAD,CTCACN,136681AH6,CA136681AH68,1 to 2 Years,3.770134299,0.00276472923488313,0.024432548914663496,BBB,,CA136681AH68,2026-09-14,0.0255,200000000.0,5147708.14207497,3.1847883144,3.1847883144,Cash,Cash,3.0,3.0,18.47883144,18.47883144,18.47883144,18.47883144,0.02737850787132101,0.0027394930931311924,0.024178545687236014,0.02737850787132101,0.02737850787132101,0.0027394930931311924,0.0027394930931311924,0.0
06/10/2025,TRP 0 07/11/25 CA,Bond,0.08265614025609906,11700000.0,99.7437324584699,3.1599992300751096,TRP 0 07/11/25 CA,96.45985375519217,0.03134243020009503,96.45985375519217,TD FIAF,YTM Cap FIAF,2025-07-11,8935ZNGC8,11670016.697641,TRP 0 07/11/25 CA,Carry,CAD,TRP,8935ZNGC8,CA8935ZNGC80,0 to 1 Years,0.0,0.0824443194488822,0.0824443194488822,BBB,,CA8935ZNGC80,2025-07-11,0.0,0.0,11670016.697641,3.1599992300751096,3.1599992300751096,Cash,Cash,2.95,2.95,20.999923007510944,20.999923007510944,20.999923007510944,20.999923007510944,0.08493150684931507,0.08265614025609906,0.08265614025609906,0.08493150684931507,0.08493150684931507,0.08265614025609906,0.08265614025609906,0.0
06/10/2025,TRP 0 07/11/25 CA,Bond,0.08265614025609906,18000000.0,99.7437324584699,3.1599992300751096,TRP 0 07/11/25 CA,148.39977500798796,0.056579169257101436,148.39977500798796,TD - Credit Opp,YTM Cap Credit Opp,2025-07-11,8935ZNGC8,17953871.8425246,TRP 0 07/11/25 CA,Carry,CAD,TRP,8935ZNGC8,CA8935ZNGC80,0 to 1 Years,0.0,0.0824443194488822,0.0824443194488822,BBB,,CA8935ZNGC80,2025-07-11,0.0,0.0,17953871.8425246,3.1599992300751096,3.1599992300751096,Cash,Cash,2.95,2.95,20.999923007510944,20.999923007510944,20.999923007510944,20.999923007510944,0.08493150684931507,0.08265614025609906,0.08265614025609906,0.08493150684931507,0.08493150684931507,0.08265614025609906,0.08265614025609906,0.0
06/10/2025,TRP 0 07/02/25 CA,Bond,0.058109834893506906,15775000.0,99.8205436875345,3.1599994381392698,TRP 0 07/02/25 CA,91.50376008636306,0.04962354025601436,91.50376008636306,TD - Credit Opp,YTM Cap Credit Opp,2025-07-02,8935ZNG20,15746690.7667086,TRP 0 07/02/25 CA,Carry,CAD,TRP,8935ZNG20,CA8935ZNG205,0 to 1 Years,0.0,0.0580055531450796,0.0580055531450796,BBB,,CA8935ZNG205,2025-07-02,0.0,0.0,15746690.7667086,3.1599994381392698,3.1599994381392698,Cash,Cash,2.95,2.95,20.999943813926958,20.999943813926958,20.999943813926958,20.999943813926958,0.06027397260273973,0.058109834893506906,0.058109834893506906,0.06027397260273973,0.06027397260273973,0.058109834893506906,0.058109834893506906,0.0
06/10/2025,TRP 0 07/02/25 CA,Bond,0.058109834893506906,23300000.0,99.8205436875345,3.1599994381392698,TRP 0 07/02/25 CA,135.15293882803547,0.062465042806735656,135.15293882803547,TD FIAF,YTM Cap FIAF,2025-07-02,8935ZNG20,23258186.6791955,TRP 0 07/02/25 CA,Carry,CAD,TRP,8935ZNG20,CA8935ZNG205,0 to 1 Years,0.0,0.0580055531450796,0.0580055531450796,BBB,,CA8935ZNG205,2025-07-02,0.0,0.0,23258186.6791955,3.1599994381392698,3.1599994381392698,Cash,Cash,2.95,2.95,20.999943813926958,20.999943813926958,20.999943813926958,20.999943813926958,0.06027397260273973,0.058109834893506906,0.058109834893506906,0.06027397260273973,0.06027397260273973,0.058109834893506906,0.058109834893506906,0.0
06/10/2025,TRP 0 06/30/25 CA,Bond,0.049923438927040056,9300000.0,99.8376208808293,3.15999947872792,TRP 0 06/30/25 CA,46.35340754096261,0.024936664468724633,46.35340754096261,TD FIAF,YTM Cap FIAF,2025-06-30,8935ZNFX3,9284898.74191712,TRP 0 06/30/25 CA,Carry,CAD,TRP,8935ZNFX3,CA8935ZNFX37,0 to 1 Years,0.0,0.0498423736999598,0.0498423736999598,BBB,,CA8935ZNFX37,2025-06-30,0.0,0.0,9284898.74191712,3.15999947872792,3.15999947872792,Cash,Cash,2.95,2.95,20.999947872791978,20.999947872791978,20.999947872791978,20.999947872791978,0.0547945205479452,0.049923438927040056,0.049923438927040056,0.0547945205479452,0.0547945205479452,0.049923438927040056,0.049923438927040056,0.0
06/10/2025,TRP 0 06/30/25 CA,Bond,0.049923438927040056,26200000.0,99.8376208808293,3.15999947872792,TRP 0 06/30/25 CA,130.58701909389467,0.08243164378648583,130.58701909389467,TD - Credit Opp,YTM Cap Credit Opp,2025-06-30,8935ZNFX3,26157456.6707773,TRP 0 06/30/25 CA,Carry,CAD,TRP,8935ZNFX3,CA8935ZNFX37,0 to 1 Years,0.0,0.0498423736999598,0.0498423736999598,BBB,,CA8935ZNFX37,2025-06-30,0.0,0.0,26157456.6707773,3.15999947872792,3.15999947872792,Cash,Cash,2.95,2.95,20.999947872791978,20.999947872791978,20.999947872791978,20.999947872791978,0.0547945205479452,0.049923438927040056,0.049923438927040056,0.0547945205479452,0.0547945205479452,0.049923438927040056,0.049923438927040056,0.0
06/10/2025,TRP 0 06/24/25 CA,Bond,0.033527828942046325,350000.0,99.8888699920024,3.15999958894882,TRP 0 06/24/25 CA,1.172169931376031,0.0009389583629672481,1.172169931376031,TD FIAF,YTM Cap FIAF,2025-06-24,8935ZNFR6,349611.044972008,TRP 0 06/24/25 CA,New Issue,CAD,TRP,8935ZNFR6,CA8935ZNFR68,0 to 1 Years,0.0,0.033490569467886595,0.033490569467886595,BBB,,CA8935ZNFR68,2025-06-24,0.0,0.0,349611.044972008,3.15999958894882,3.15999958894882,Cash,Cash,2.95,2.95,20.999958894881978,20.999958894881978,20.999958894881978,20.999958894881978,0.038356164383561646,0.033527828942046325,0.033527828942046325,0.038356164383561646,0.038356164383561646,0.033527828942046325,0.033527828942046325,0.0
06/10/2025,TRP 0 06/24/25 CA,Bond,0.033527828942046325,19100000.0,99.8888699920024,3.15999958894882,TRP 0 06/24/25 CA,63.966987683663405,0.06012414494010507,63.966987683663405,TD - Credit Opp,YTM Cap Credit Opp,2025-06-24,8935ZNFR6,19078774.1684725,TRP 0 06/24/25 CA,New Issue,CAD,TRP,8935ZNFR6,CA8935ZNFR68,0 to 1 Years,0.0,0.033490569467886595,0.033490569467886595,BBB,,CA8935ZNFR68,2025-06-24,0.0,0.0,19078774.1684725,3.15999958894882,3.15999958894882,Cash,Cash,2.95,2.95,20.999958894881978,20.999958894881978,20.999958894881978,20.999958894881978,0.038356164383561646,0.033527828942046325,0.033527828942046325,0.038356164383561646,0.038356164383561646,0.033527828942046325,0.033527828942046325,0.0
06/10/2025,TIHCN 3.71 09/25 CA,Bond,0.30065361823692544,3640000.0,100.0255,3.5487766527040696,CAN 2.25 06/01/25,109.47394400052983,0.009851062117510476,109.47394400052983,BMO FIAF (Prime),YTM Cap FIAF,2025-09-30,135087D50,3667937.0,TIHCN 3.71 09/25 CA,Carry,CAD,TIHCN,891102AD7,CA891102AD71,0 to 1 Years,3.71,0.30075259340804905,0.30075259340804905,A,,CA135087D507,2025-06-01,0.02426666666666667,150000000.0,3667937.0,3.22424962,3.22424962,Cash,Cash,3.0,3.0,22.424962000000015,22.424962000000015,22.424962000000015,22.424962000000015,0.05475701574264202,0.05196834695664,0.05196834695664,0.05475701574264202,0.05475701574264202,0.05196834695664,0.05196834695664,0.0
06/10/2025,TIHCN 3.71 09/25 CA,Bond,0.30065361823692544,6150000.0,100.0255,3.5487766527040696,CAN 2.25 06/01/25,184.9628449459501,0.019529631353031096,184.9628449459501,BMO - Credit Opp,YTM Cap Credit Opp,2025-09-30,135087D50,6197201.25,TIHCN 3.71 09/25 CA,Carry,CAD,TIHCN,891102AD7,CA891102AD71,0 to 1 Years,3.71,0.30075259340804905,0.30075259340804905,A,,CA135087D507,2025-06-01,0.041,150000000.0,6197201.25,3.22424962,3.22424962,Cash,Cash,3.0,3.0,22.424962000000015,22.424962000000015,22.424962000000015,22.424962000000015,0.05475701574264202,0.05196834695664,0.05196834695664,0.05475701574264202,0.05475701574264202,0.05196834695664,0.05196834695664,0.0
06/10/2025,FCRCN 4.323 07/25 CA,Bond,0.13962873310097126,2720000.0,100.1725,3.1393168444668498,CAN 2.25 06/01/25,38.05042181055576,0.007431110246425698,38.05042181055576,TD FIAF,YTM Cap FIAF,2025-07-31,135087D50,2766893.95506849,FCRCN 4.323 07/25 CA,Carry,CAD,FCRCN,31943BBW9,CA31943BBW96,0 to 1 Years,4.323,0.13989125665645502,0.13989125665645502,BBB,,CA135087D507,2025-06-01,0.009066666666666667,300000000.0,2766893.95506849,3.178958252462834,3.178958252462834,Cash,Cash,2.95,2.95,22.895825246283373,22.895825246283373,22.895825246283373,22.895825246283373,0.13963039014373715,0.13639972338227518,0.13639972338227518,0.13963039014373715,0.13963039014373715,0.13639972338227518,0.13639972338227518,0.0
06/10/2025,FCRCN 4.323 07/25 CA,Bond,0.13962873310097126,3525000.0,100.1725,3.1393168444668498,CAN 2.25 06/01/25,49.31166797140039,0.01130007113786125,49.31166797140039,TD - Credit Opp,YTM Cap Credit Opp,2025-07-31,135087D50,3585772.49691781,FCRCN 4.323 07/25 CA,Carry,CAD,FCRCN,31943BBW9,CA31943BBW96,0 to 1 Years,4.323,0.13989125665645502,0.13989125665645502,BBB,,CA135087D507,2025-06-01,0.01175,300000000.0,3585772.49691781,3.178958252462834,3.178958252462834,Cash,Cash,2.95,2.95,22.895825246283373,22.895825246283373,22.895825246283373,22.895825246283373,0.13963039014373715,0.13639972338227518,0.13639972338227518,0.13963039014373715,0.13963039014373715,0.13639972338227518,0.13639972338227518,0.0
06/10/2025,NOSCCN 0 07/08/25 CA,Bond,0.07447434443285969,1000000.0,99.7642463426038,3.2299992807922,NOSCCN 0 07/08/25 CA,7.42987684809293,0.003143933647925397,7.42987684809293,BMO - Credit Opp,YTM Cap Credit Opp,2025-07-08,6698Z3G87,997642.463426038,NOSCCN 0 07/08/25 CA,Carry,CAD,NOSCCN,6698Z3G87,CA6698Z3G874,0 to 1 Years,0.0,0.07429876848092931,0.07429876848092931,BBB,,CA6698Z3G874,2025-07-08,0.0,0.0,997642.463426038,3.2299992807922,3.2299992807922,Cash,Cash,3.0,3.0,22.99992807922,22.99992807922,22.99992807922,22.99992807922,0.07671232876712329,0.07447434443285969,0.07447434443285969,0.07671232876712329,0.07671232876712329,0.07447434443285969,0.07447434443285969,0.0
06/10/2025,NOSCCN 0 07/08/25 CA,Bond,0.07447434443285969,1500000.0,99.7642463426038,3.2299992807922,NOSCCN 0 07/08/25 CA,11.144815272139397,0.004019086701165843,11.144815272139397,BMO FIAF (Prime),YTM Cap FIAF,2025-07-08,6698Z3G87,1496463.69513906,NOSCCN 0 07/08/25 CA,Carry,CAD,NOSCCN,6698Z3G87,CA6698Z3G874,0 to 1 Years,0.0,0.07429876848092931,0.07429876848092931,BBB,,CA6698Z3G874,2025-07-08,0.0,0.0,1496463.69513906,3.2299992807922,3.2299992807922,Cash,Cash,3.0,3.0,22.99992807922,22.99992807922,22.99992807922,22.99992807922,0.07671232876712329,0.07447434443285969,0.07447434443285969,0.07671232876712329,0.07671232876712329,0.07447434443285969,0.07447434443285969,0.0
06/10/2025,NOSCCN 0 07/18/25 CA,Bond,0.10171736437806411,1800000.0,99.6735284209745,3.22999977312984,NOSCCN 0 07/18/25 CA,18.24935150081322,0.00565393463426978,18.24935150081322,BMO - Credit Opp,YTM Cap Credit Opp,2025-07-18,6698Z3GK0,1794123.51157754,NOSCCN 0 07/18/25 CA,Carry,CAD,NOSCCN,6698Z3GK0,CA6698Z3GK00,0 to 1 Years,0.0,0.101385286115629,0.101385286115629,BBB,,CA6698Z3GK00,2025-07-18,0.0,0.0,1794123.51157754,3.22999977312984,3.22999977312984,Cash,Cash,3.0,3.0,22.999977312984,22.999977312984,22.999977312984,22.999977312984,0.10410958904109589,0.10171736437806411,0.10171736437806411,0.10410958904109589,0.10410958904109589,0.10171736437806411,0.10171736437806411,0.0
06/10/2025,NOSCCN 0 07/18/25 CA,Bond,0.10171736437806411,3500000.0,99.6735284209745,3.22999977312984,NOSCCN 0 07/18/25 CA,35.48485014047015,0.009369341457643988,35.48485014047015,BMO FIAF (Prime),YTM Cap FIAF,2025-07-18,6698Z3GK0,3488573.49473411,NOSCCN 0 07/18/25 CA,Carry,CAD,NOSCCN,6698Z3GK0,CA6698Z3GK00,0 to 1 Years,0.0,0.101385286115629,0.101385286115629,BBB,,CA6698Z3GK00,2025-07-18,0.0,0.0,3488573.49473411,3.22999977312984,3.22999977312984,Cash,Cash,3.0,3.0,22.999977312984,22.999977312984,22.999977312984,22.999977312984,0.10410958904109589,0.10171736437806411,0.10171736437806411,0.10410958904109589,0.10410958904109589,0.10171736437806411,0.10171736437806411,0.0
06/10/2025,CTCACN 0 09/26 CA,FRN,0.00273949309313119,12900000.0,100.016,3.73846081318167,CTCACN 0 09/26 CA,31.517988099915918,0.041032870140058575,3.566500712999238,TD - Credit Opp,YTM Cap Credit Opp,2026-09-14,136681AH6,13020673.5358367,CTCACN 0 09/26 CA,Carry,CAD,CTCACN,136681AH6,CA136681AH68,1 to 2 Years,3.770134299,0.00276472923488313,0.024432548914663496,BBB,,CA136681AH68,2026-09-14,0.0645,200000000.0,13020673.5358367,3.1847883144,3.1847883144,Cash,Cash,2.95,2.95,23.47883143999998,23.47883143999998,23.47883143999998,23.47883143999998,0.02737850787132101,0.0027394930931311924,0.024178545687236014,0.02737850787132101,0.02737850787132101,0.0027394930931311924,0.0027394930931311924,0.0
06/10/2025,ENB 0 07/10/25 CA,Bond,0.07992545026890184,6500000.0,99.7460254957757,3.2399992254631305,ENB 0 07/10/25 CA,51.81959903321597,0.017412861522345818,51.81959903321597,BMO FIAF (Prime),YTM Cap FIAF,2025-07-10,2929Z6GB6,6483491.65722542,ENB 0 07/10/25 CA,Carry,CAD,ENB,2929Z6GB6,CA2929Z6GB68,0 to 1 Years,0.0,0.0797224600511015,0.0797224600511015,BBB,,CA2929Z6GB68,2025-07-10,0.0,0.0,6483491.65722542,3.2399992254631305,3.2399992254631305,Cash,Cash,3.0,3.0,23.999922546313044,23.999922546313044,23.999922546313044,23.999922546313044,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0
06/10/2025,ENB 0 07/10/25 CA,Bond,0.07992545026890184,23500000.0,99.7460254957757,3.2399992254631305,ENB 0 07/10/25 CA,187.3477811200885,0.07386894690771857,187.3477811200885,BMO - Credit Opp,YTM Cap Credit Opp,2025-07-10,2929Z6GB6,23440315.9915073,ENB 0 07/10/25 CA,Carry,CAD,ENB,2929Z6GB6,CA2929Z6GB68,0 to 1 Years,0.0,0.0797224600511015,0.0797224600511015,BBB,,CA2929Z6GB68,2025-07-10,0.0,0.0,23440315.9915073,3.2399992254631305,3.2399992254631305,Cash,Cash,3.0,3.0,23.999922546313044,23.999922546313044,23.999922546313044,23.999922546313044,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0
